Rank,Athlete,Group,Bodyweight,1,2,3,Result,1.1,2.1,3.1,Result.1,Total,Year,Nation
6,Dika Toua (PNG),A,52.58,70.0,75.0,80.0,75.0,92.5,97.5,102.5,102.5,177.5,2004,
7,Virginie Lachaume (FRA),A,52.71,75.0,80.0,80.0,75.0,95.0,100.0,105.0,100.0,175.0,2004,
DQ,Sanamacha Chanu (IND),A,51.91,82.5,82.5,85.0,82.5,105.0,107.5,110.0,107.5,190.0,2004,
1.0,Chen Yanqing (CHN),A,57.17,102.5,107.5,110.0,107.5,130.0,130.0,135.0,130.0,237.5,2004,
2.0,Ri Song-hui (PRK),A,57.22,102.5,102.5,107.5,102.5,130.0,130.0,137.5,130.0,232.5,2004,
3.0,Wandee Kameaim (THA),A,57.27,95.0,100.0,102.5,102.5,125.0,127.5,130.0,127.5,230.0,2004,
4.0,Aylin Daşdelen (TUR),A,57.47,100.0,100.0,102.5,100.0,125.0,125.0,132.5,125.0,225.0,2004,
5.0,Aleksandra Klejnowska (POL),A,56.96,92.5,95.0,97.5,97.5,122.5,122.5,127.5,122.5,220.0,2004,
6.0,Pak Hyon-suk (PRK),A,57.63,95.0,100.0,100.0,95.0,122.5,127.5,127.5,122.5,217.5,2004,
7.0,Alexandra Escobar (ECU),A,56.52,95.0,100.0,100.0,95.0,115.0,120.0,122.5,120.0,215.0,2004,
8.0,Patmawati Abdul Hamid (INA),A,57.0,95.0,100.0,100.0,95.0,117.5,122.5,122.5,117.5,212.5,2004,
9.0,Michaela Breeze (GBR),A,57.45,92.5,95.0,97.5,92.5,115.0,120.0,122.5,120.0,212.5,2004,
10.0,Franca Gbodo (NGR),B,57.47,90.0,95.0,95.0,95.0,110.0,115.0,117.5,117.5,212.5,2004,
11.0,Maryse Turcotte (CAN),B,57.29,85.0,90.0,92.5,90.0,115.0,120.0,120.0,120.0,210.0,2004,
12.0,Zlatina Atanasova (BUL),A,57.68,90.0,95.0,95.0,90.0,115.0,125.0,125.0,115.0,205.0,2004,
13.0,Charikleia Kastritsi (GRE),B,57.48,90.0,95.0,95.0,90.0,110.0,115.0,115.0,110.0,200.0,2004,
14.0,Namkhaidorjiin Bayarmaa (MGL),B,57.75,80.0,87.5,90.0,87.5,107.5,107.5,112.5,107.5,195.0,2004,
1.0,Nataliya Skakun (UKR),A,61.59,100.0,105.0,107.5,107.5,125.0,135.0,—,135.0,242.5,2004,
2.0,Hanna Batsiushka (BLR),A,62.87,105.0,110.0,115.0,115.0,120.0,120.0,127.5,127.5,242.5,2004,
3.0,Tatsiana Stukalava (BLR),A,62.9,95.0,100.0,100.0,100.0,115.0,120.0,122.5,122.5,222.5,2004,
4,Hayet Sassi (TUN),A,62.5,95.0,100.0,100.0,95.0,120.0,120.0,120.0,120.0,215.0,2004,
5,Kim Soo-kyung (KOR),A,62.96,92.5,92.5,97.5,92.5,122.5,132.5,132.5,122.5,215.0,2004,
6,Nguyễn Thị Thiết (VIE),A,61.15,85.0,90.0,95.0,95.0,110.0,115.0,117.5,110.0,205.0,2004,
7,Leila Lassouani (ALG),A,62.47,85.0,90.0,92.5,85.0,115.0,120.0,120.0,115.0,200.0,2004,
—,Anastasia Tsakiri (GRE),A,62.08,97.5,97.5,97.5,97.5,117.5,117.5,117.5,—,—,2004,
—,Karnam Malleswari (IND),A,62.83,100.0,—,—,—,—,—,—,—,—,2004,
1.0,Liu Chunhong (CHN),A,68.14,115.0,120.0,122.5,122.5,147.5,153.0,—,152.5,275.0,2004,
2.0,Eszter Krutzler (HUN),A,68.41,117.5,122.5,122.5,117.5,142.5,145.0,153.5,145.0,262.5,2004,
3.0,Zarema Kasaeva (RUS),A,68.67,115.0,117.5,120.0,117.5,140.0,145.0,147.5,145.0,262.5,2004,
4,Slaveyka Ruzhinska (BUL),A,68.23,110.0,115.0,115.0,115.0,135.0,142.5,145.0,135.0,250.0,2004,
5,Vanda Maslovska (UKR),A,67.72,105.0,110.0,110.0,110.0,130.0,135.0,140.0,135.0,245.0,2004,
6,Milena Trendafilova (BUL),A,68.21,105.0,107.5,107.5,105.0,130.0,130.0,132.5,132.5,237.5,2004,
7,Madeleine Yamechi (CMR),A,68.4,100.0,105.0,105.0,105.0,130.0,135.0,135.0,130.0,235.0,2004,
8,Ubaldina Valoyes (COL),A,68.31,102.5,102.5,105.0,105.0,127.5,127.5,132.5,127.5,232.5,2004,
9,Irene Ajambo (UGA),A,68.77,60.0,65.0,65.0,60.0,80.0,85.0,90.0,90.0,150.0,2004,
—,Sibel Şimşek (TUR),A,68.97,115.0,115.0,115.0,—,—,—,—,—,—,2004,
—,Kang Mi-suk (KOR),A,68.68,100.0,105.0,105.0,100.0,125.0,125.0,125.0,—,—,2004,
1.0,Pawina Thongsuk (THA),A,69.29,115.0,120.0,122.5,122.5,145.0,150.0,153.0,150.0,272.5,2004,
2.0,Natalya Zabolotnaya (RUS),A,74.09,120.0,125.0,127.5,125.0,142.5,147.5,152.5,147.5,272.5,2004,
3.0,Valentina Popova (RUS),A,72.89,117.5,120.5,122.5,120.0,145.0,150.0,155.0,145.0,265.0,2004,
4,Gyöngyi Likerecz (HUN),A,74.19,115.0,115.0,120.0,115.0,142.5,145.0,147.5,142.5,257.5,2004,
5,Christina Ioannidi (GRE),A,73.31,107.5,112.5,115.0,112.5,142.5,147.5,147.5,142.5,255.0,2004,
6,Tatyana Khromova (KAZ),A,74.51,112.5,117.5,120.0,117.5,135.0,135.0,140.0,135.0,252.5,2004,
7,Kim Soon-hee (KOR),A,74.25,107.5,112.5,115.0,112.5,137.5,137.5,145.0,137.5,250.0,2004,
8,Tulia Medina (COL),A,70.96,105.0,110.0,112.5,112.5,127.5,132.5,135.0,132.5,245.0,2004,
9,Nora Köppel (ARG),B,73.01,100.0,105.0,105.0,100.0,130.0,137.5,142.5,137.5,237.5,2004,
10,Wanda Rijo (DOM),B,74.56,105.0,110.0,110.0,110.0,127.5,132.5,132.5,127.5,237.5,2004,
11,Eva Dimas (ESA),B,74.31,100.0,105.0,107.5,105.0,120.0,125.0,130.0,125.0,230.0,2004,
12,Damaris Aguirre (MEX),B,73.9,95.0,100.0,100.0,100.0,115.0,120.0,122.5,122.5,222.5,2004,
13,Deborah Lovely (AUS),B,74.71,92.5,92.5,97.5,92.5,110.0,115.0,120.0,115.0,207.5,2004,
14,Marie Jesika Dalou (MRI),B,74.12,52.5,57.5,57.5,57.5,72.5,77.5,77.5,72.5,130.0,2004,
—,Nahla Ramadan (EGY),A,74.44,117.5,120.0,122.5,120.0,145.0,145.0,147.5,—,—,2004,
—,Huang Shih-chun (TPE),B,73.84,110.0,110.0,112.5,—,—,—,—,—,—,2004,
1.0,Tang Gonghong (CHN),A,119.52,122.5,122.5,127.5,122.5,172.5,172.5,182.5,182.5,305.0,2004,
2.0,Jang Mi-ran (KOR),A,113.34,125.0,130.0,132.5,130.0,165.0,170.0,172.5,172.5,302.5,2004,
3.0,Agata Wróbel (POL),A,124.68,125.0,130.0,132.5,130.0,160.0,167.5,170.0,160.0,290.0,2004,
4.0,Viktória Varga (HUN),A,93.69,125.0,127.5,130.0,127.5,152.5,155.0,162.5,155.0,282.5,2004,
5.0,Viktoriya Shaimardanova (UKR),A,88.14,122.5,127.5,130.0,130.0,150.0,150.0,150.0,150.0,280.0,2004,
6.0,Cheryl Haworth (USA),A,131.95,125.0,—,—,125.0,150.0,152.5,155.0,155.0,280.0,2004,
7.0,Olha Korobka (UKR),A,156.19,125.0,125.0,130.0,125.0,155.0,160.0,167.5,155.0,280.0,2004,
8.0,Vasiliki Kasapi (GRE),A,120.57,120.0,125.0,125.0,125.0,145.0,150.0,152.5,152.5,277.5,2004,
9.0,Carmenza Delgado (COL),A,94.37,120.0,120.0,120.0,120.0,145.0,150.0,150.0,150.0,270.0,2004,
10.0,Manuela Rejas (PER),A,108.52,90.0,92.5,95.0,95.0,122.5,125.0,125.0,125.0,220.0,2004,
11.0,Reanna Solomon (NRU),A,136.85,90.0,95.0,95.0,95.0,122.5,122.5,125.0,125.0,220.0,2004,
12.0,Ivy Shaw (FIJ),A,83.7,80.0,85.0,90.0,85.0,100.0,100.0,110.0,100.0,185.0,2004,
1.0,Long Qingquan (CHN),A,55.37,125,130,132,132,155,160,164,160,292,2008,
2.0,Hoàng Anh Tuấn (VIE),A,55.97,126,130,130,130,155,160,160,160,290,2008,
3.0,Eko Yuli Irawan (INA),A,55.91,125,130,130,130,152,158,158,158,288,2008,
4,Yang Chin-yi (TPE),A,55.43,125,128,128,128,154,157,160,157,285,2008,
5,Cha Kum-chol (PRK),A,55.85,128,128,128,128,155,155,160,155,283,2008,
6,Sergio Álvarez (CUB),A,55.67,120,120,125,120,152,161,166,152,272,2008,
7,Wang Shin-yuan (TPE),A,55.53,115,115,120,115,146,150,150,150,265,2008,
8,Amirul Hamizan Ibrahim (MAS),A,55.77,116,121,123,121,144,144,148,144,265,2008,
9,Masaharu Yamada (JPN),B,55.84,103,103,106,106,142,147,153,153,259,2008,
10,Pongsak Maneetong (THA),B,55.64,112,116,120,116,142,146,146,142,258,2008,
11,Yasunobu Sekikawa (JPN),B,55.79,108,112,114,114,138,142,142,142,256,2008,
12,Sergio Rada (COL),B,55.74,107,112,112,112,135,140,142,140,252,2008,
13,Tom Goegebuer (BEL),B,55.94,109,112,114,114,132,135,137,137,251,2008,
14,Vito Dellino (ITA),B,55.99,102,107,110,110,132,137,140,137,247,2008,
15,Igor Grabucea (MDA),B,55.63,105,109,112,109,130,130,135,130,239,2008,
—,Sedat Artuç (TUR),B,55.98,115,115,115,—,—,—,—,—,—,2008,
—,Khalil El-Maaoui (TUN),A,55.87,123,126,130,126,142,142,142,—,—,2008,
—,Ri Kyong-sok (PRK),A,55.82,122,122,122,—,—,—,—,—,—,2008,
—,Vitali Dzerbianiou (BLR),A,55.88,120,125,127,127,140,140,140,—,—,2008,
1.0,Zhang Xiangxiang (CHN),A,61.91,139,143,143,143,169,176,184,176,319,2008,
2.0,Diego Salazar (COL),A,61.47,132,136,138,138,163,165,167,167,305,2008,
3.0,Triyatno (INA),A,61.9,133,135,135,135,163,163,163,163,298,2008,
4,Antoniu Buci (ROU),A,61.66,126,130,130,130,161,165,168,165,295,2008,
5,Phaisan Hansawong (THA),A,61.6,132,135,135,132,162,162,166,162,294,2008,
6,Lázaro Ruiz (CUB),A,61.75,128,132,135,132,162,168,168,162,294,2008,
7,Tolkunbek Hudaýbergenow (TKM),A,61.96,126,126,131,126,162,170,170,162,288,2008,
8,Mohamed Abdelbaki (EGY),B,62.0,129,129,129,129,155,159,164,159,288,2008,
9,Yang Sheng-hsiung (TPE),B,61.97,125,130,134,130,151,157,163,157,287,2008,
10,Henadzi Makhveyenia (BLR),B,61.95,120,128,128,128,150,156,156,150,278,2008,
11,Manuel Minginfel (FSM),B,61.69,115,120,123,120,145,150,155,155,275,2008,
12,Jasvir Singh (CAN),B,61.67,110,115,118,115,145,151,156,151,266,2008,
—,Ji Hun-min (KOR),A,61.91,137,140,142,142,161,161,161,—,—,2008,
—,Im Yong-su (PRK),A,61.6,138,138,140,138,168,168,168,—,—,2008,
—,Óscar Figueroa (COL),A,61.66,128,128,128,—,—,—,—,—,—,2008,
—,Ümürbek Bazarbaýew (TKM),A,61.96,133,136,137,133,160,160,162,—,—,2008,
DQ,Sardar Hasanov (AZE),B,61.96,128,128,128,128,152,152,152,—,—,2008,
1.0,Liao Hui (CHN),A,68.97,153,153,158,158,185,185,190,190,348,2008,
2.0,Vencelas Dabaya (FRA),A,68.38,147,151,153,151,187,197,197,187,338,2008,
3.0,Yordanis Borrero (CUB),A,68.92,140,145,148,148,171,171,180,180,328,2008,
4,Turan Mirzayev (AZE),A,68.86,142,146,149,146,181,183,187,181,327,2008,
5,Kim Chol-jin (PRK),A,68.64,140,146,150,146,180,180,180,180,326,2008,
6,Afgan Bayramov (AZE),A,68.41,137,142,145,145,175,187,187,175,320,2008,
7,Sitthisak Suphalak (THA),A,68.99,141,145,147,147,171,171,175,171,318,2008,
8,Yoshito Shintani (JPN),B,68.76,130,130,135,135,170,175,177,175,310,2008,
9,Tarek Yehia (EGY),B,68.87,138,142,142,138,168,172,175,172,310,2008,
10,Edi Kurniawan (INA),B,68.85,135,140,140,135,165,170,172,172,307,2008,
11,Israel José Rubio (VEN),B,68.23,139,143,143,139,167,171,171,167,306,2008,
12,Artyom Shaloyan (GER),B,68.79,130,133,135,135,160,165,171,165,300,2008,
13,Luis Miguel Pineda (COL),B,68.14,127,132,135,132,161,167,170,167,299,2008,
14,Chinthana Vidanage (SRI),C,68.9,120,125,128,128,160,165,168,165,293,2008,
15,Francis Luna-Grenier (CAN),C,68.97,125,131,131,131,155,162,167,162,293,2008,
16,Welisson Silva (BRA),C,68.92,130,135,138,135,155,162,162,155,290,2008,
17,Răzvan Martin (ROU),B,68.85,130,135,135,130,158,165,165,158,288,2008,
18,Dimitris Minasidis (CYP),C,66.32,125,128,132,128,155,155,161,155,283,2008,
19,Mark Spooner (NZL),C,68.86,123,127,127,123,153,158,161,158,281,2008,
20,Kamal Bahadur Adhikari (NEP),C,68.67,107,114,—,114,142,154,—,154,268,2008,
21,Logona Esau (TUV),C,68.14,102,107,110,110,138,144,148,144,254,2008,
22,Nizom Sangov (TJK),C,66.06,110,115,117,115,130,135,138,135,250,2008,
—,Shi Zhiyong (CHN),A,68.17,152,152,157,152,—,—,—,—,—,2008,
—,Alexandru Roșu (ROU),B,68.91,136,136,141,136,165,165,165,—,—,2008,
—,Giorgio De Luca (ITA),B,68.93,131,131,136,131,160,160,160,—,—,2008,
—,Gert Trasha (ALB),B,68.68,136,136,136,—,—,—,—,—,—,2008,
—,Edwin Mosquera (COL),B,68.59,134,—,—,—,—,—,—,—,—,2008,
—,Lee Bae-young (KOR),A,68.67,150,153,155,155,184,186,186,—,—,2008,
DQ,Tigran Martirosyan (ARM),A,68.9,153,156,156,153,183,185,185,185,338,2008,
DQ,Alexandru Dudoglo (MDA),B,68.68,145,145,148,145,163,168,172,172,317,2008,
1.0,Sa Jae-hyouk (KOR),A,76.46,160,163,165,163,201,203,211,203,366,2008,
2.0,Li Hongli (CHN),A,76.91,163,168,170,168,193,198,198,198,366,2008,
3.0,Gevorg Davtyan (ARM),A,76.77,165,165,165,165,195,195,201,195,360,2008,
4,Kim Kwang-hoon (KOR),A,76.86,155,155,160,155,200,206,206,200,355,2008,
5,Oleg Perepetchenov (RUS),A,76.8,158,162,165,162,192,199,199,192,354,2008,
6,Iván Cambar (CUB),A,76.53,152,157,160,157,190,196,196,196,353,2008,
7,Ara Khachatryan (ARM),A,76.78,162,166,166,162,191,195,195,191,353,2008,
8,Krzysztof Szramiak (POL),A,76.71,157,161,165,161,191,191,194,191,352,2008,
9,Vladimir Kuznetsov (KAZ),A,76.86,155,160,160,160,191,191,197,191,351,2008,
10,Siarhei Lahun (BLR),A,76.56,153,157,157,157,187,192,196,192,349,2008,
11,Sandow Nasution (INA),A,76.92,145,152,153,153,185,194,200,194,347,2008,
12,Mahmoud El-Haddad (EGY),A,76.73,145,150,155,150,192,198,198,192,342,2008,
13,Erkand Qerimaj (ALB),B,76.52,145,150,154,154,182,187,193,187,341,2008,
14,Giovanni Bardis (FRA),B,76.83,149,153,156,156,173,178,178,173,329,2008,
15,Felix Ekpo (NGR),B,75.83,143,148,150,143,178,182,185,183,325,2008,
16,Sherzodjon Yusupov (UZB),B,76.24,140,144,148,144,178,185,185,178,322,2008,
17,José Ocando (VEN),B,76.9,140,140,140,140,182,182,186,182,322,2008,
18,Răzvan Rusu (ROU),B,76.69,130,135,140,140,170,175,175,170,310,2008,
19,Carlos Espeleta (ARG),B,76.93,140,140,145,140,170,170,170,170,310,2008,
20,Andrei Guțu (MDA),B,76.38,140,145,147,145,160,165,165,160,305,2008,
21,Richie Patterson (NZL),B,76.57,130,137,137,130,170,176,176,170,300,2008,
22,Darryn Anthony (RSA),B,76.98,135,135,144,135,160,170,173,160,295,2008,
23,Josefa Vueti (FIJ),B,76.15,115,120,124,124,155,162,162,155,279,2008,
24,Romain Marchessou (MON),B,75.53,105,110,115,110,135,140,145,140,250,2008,
—,János Baranyai (HUN),B,76.92,140,145,148,145,—,—,—,—,—,2008,
—,Octavio Mejías (VEN),A,76.53,152,157,157,152,185,185,185,—,—,2008,
—,Taner Sağır (TUR),A,76.73,165,165,165,—,—,—,—,—,—,2008,
—,Chad Vaughn (USA),B,76.81,144,144,147,147,182,182,182,—,—,2008,
1.0,Lu Yong (CHN),A,84.41,175,180,183,180,208,214,214,214,394,2008,
2.0,Tigran Martirosyan (ARM),A,83.78,172,177,180,177,203,203,206,203,380,2008,
3.0,Jadier Valladares (CUB),A,84.84,161,166,169,169,198,198,203,203,372,2008,
4,Benjamin Hennequin (FRA),A,84.55,157,162,162,162,196,201,205,205,367,2008,
5,Mansurbek Chashemov (UZB),A,84.71,165,165,169,165,195,199,202,202,367,2008,
6,Kendrick Farris (USA),B,84.14,153,157,160,160,195,195,202,202,362,2008,
7,Carlos Andica (COL),B,84.62,155,160,160,155,190,195,201,201,356,2008,
8,Ulanbek Moldodosov (KGZ),B,84.74,152,160,160,152,182,190,194,194,346,2008,
9,Ondrej Kutlík (SVK),B,84.89,150,155,155,150,186,191,193,193,343,2008,
10,Benedict Uloko (NGR),B,84.97,144,148,151,148,187,187,191,191,339,2008,
11,Brice Batchaya (CMR),B,82.77,150,153,155,153,180,185,185,180,333,2008,
12,David Katoatau (KIR),B,84.17,130,130,135,135,170,178,178,178,313,2008,
13,Terrence Dixie (SEY),B,82.67,110,115,115,115,130,140,140,140,255,2008,
—,İzzet İnce (TUR),A,84.29,165,165,170,170,190,—,—,—,—,2008,
—,Vadzim Straltsou (BLR),A,84.37,170,—,—,—,—,—,—,—,—,2008,
—,Rauli Tsirekidze (GEO),B,84.55,143,143,148,143,—,—,—,—,—,2008,
—,Herbys Márquez (VEN),B,84.91,152,152,152,—,—,—,—,—,—,2008,
—,Edgar Gevorgyan (ARM),A,84.69,170,170,176,176,196,196,196,—,—,2008,
DQ,Andrei Rybakou (BLR),A,84.69,180,185,185,185,200,204,209,209,394,2008,
DQ,Vladimir Sedov (KAZ),A,84.54,170,175,180,180,200,203,203,200,380,2008,
DQ,Intigam Zairov (AZE),A,84.52,160,166,166,166,195,199,199,195,361,2008,
1.0,Szymon Kołecki (POL),A,93.73,174,177,179,179,217,224,228,224,403,2008,
2.0,Arsen Kasabiev (GEO),A,93.69,172,176,178,176,215,223,231,223,399,2008,
3.0,Yoandry Hernández (CUB),A,92.3,172,172,178,178,215,220,220,215,393,2008,
4,Asghar Ebrahimi (IRI),A,92.32,180,184,184,180,212,212,217,212,392,2008,
5,Roman Konstantinov (RUS),A,93.9,175,179,179,175,212,212,222,212,387,2008,
6,Jürgen Spieß (GER),A,93.74,170,173,175,173,206,211,214,211,384,2008,
7,José Juan Navarro (ESP),B,93.09,165,170,173,173,206,210,212,210,383,2008,
8,Artem Ivanov (UKR),A,93.97,170,175,175,170,205,210,214,210,380,2008,
9,Vadim Vacarciuc (MDA),B,93.69,168,168,172,168,205,205,212,205,373,2008,
10,Eugen Bratan (MDA),B,93.71,170,175,175,170,200,207,207,200,370,2008,
11,Konstantinos Gkaripis (GRE),B,93.01,150,157,160,160,190,195,200,200,360,2008,
12,Anastasios Triantafyllou (GRE),B,93.9,147,155,160,155,185,190,196,196,351,2008,
13,Ravi Bhollah (MRI),B,93.03,125,130,130,125,145,150,157,150,275,2008,
—,Bartłomiej Bonk (POL),A,93.0,175,180,180,175,211,211,212,—,—,2008,
—,Eduardo Guadamud (ECU),B,93.71,165,170,170,165,206,206,206,—,—,2008,
DQ,Ilya Ilyin (KAZ),A,93.64,175,180,—,180,223,223,226,226,406,2008,
DQ,Khadzhimurat Akkaev (RUS),B,92.99,178,182,185,185,212,215,217,217,402,2008,
DQ,Nizami Pashayev (AZE),A,93.83,180,180,181,181,215,215,215,215,396,2008,
1.0,Andrei Aramnau (BLR),A,104.76,193,197,200,200,225,230,236,236,436,2008,
2.0,Dmitry Klokov (RUS),A,104.72,185,190,193,193,222,226,230,230,423,2008,
3.0,Marcin Dołęga (POL),A,104.37,195,200,201,195,225,228,228,225,420,2008,
4,Bakhyt Akhmetov (KAZ),A,102.13,185,190,195,190,221,225,230,225,415,2008,
5,Albert Kuzilov (GEO),A,102.48,178,182,182,182,220,227,228,227,409,2008,
6,Sergey Istomin (KAZ),A,102.03,181,181,187,181,215,220,225,225,406,2008,
7,Robert Dołęga (POL),A,104.27,178,181,184,184,217,221,221,221,405,2008,
8,Nikolaos Kourtidis (GRE),B,103.36,171,176,176,176,210,215,221,221,397,2008,
9,Mohsen Beiranvand (IRI),B,104.34,180,180,184,180,210,210,216,210,390,2008,
10,Oleksiy Torokhtiy (UKR),B,104.64,172,177,181,177,213,220,220,213,390,2008,
11,Ahed Joughili (SYR),B,104.9,170,170,175,170,215,215,216,216,386,2008,
12,Abdelrahman El-Sayed (EGY),B,104.84,172,175,178,175,210,216,216,210,385,2008,
13,Bünyamin Sudaş (TUR),B,104.39,163,166,166,166,202,207,210,207,373,2008,
14,Libor Wälzer (CZE),B,104.64,158,163,166,163,187,187,193,187,350,2008,
15,Christian López (GUA),B,103.76,150,155,155,150,180,186,186,186,336,2008,
16,Moreno Boer (ITA),B,104.45,150,150,150,150,180,185,185,180,330,2008,
—,Ramūnas Vyšniauskas (LTU),A,104.18,180,180,183,180,220,—,—,—,—,2008,
—,Martin Tešovič (SVK),B,104.47,—,—,—,—,—,—,—,—,—,2008,
DQ,Dmitry Lapikov (RUS),A,104.3,190,195,195,190,222,226,230,230,420,2008,
DQ,Ihor Razoronov (UKR),A,104.58,185,185,187,187,223,234,234,223,410,2008,
1.0,Matthias Steiner (GER),A,145.93,198,203,207,203,246,248,258,258,461,2008,
2.0,Evgeny Chigishev (RUS),A,124.13,200,205,210,210,240,247,250,250,460,2008,
3.0,Viktors Ščerbatihs (LAT),A,144.97,198,203,206,206,242,244,257,242,448,2008,
4,Artem Udachyn (UKR),A,144.09,197,203,207,207,235,235,241,235,442,2008,
5,Ihor Shymechko (UKR),A,130.25,193,197,201,201,217,227,232,232,433,2008,
6,Rashid Sharifi (IRI),B,142.89,188,192,196,196,230,238,238,230,426,2008,
7,Grzegorz Kleszcz (POL),A,131.16,185,185,190,185,232,234,234,234,419,2008,
8,Almir Velagić (GER),B,132.16,180,184,188,188,220,225,230,225,413,2008,
9,Damon Kelly (AUS),B,154.15,165,170,170,165,211,211,221,221,386,2008,
10,Itte Detenamo (NRU),B,148.48,165,170,175,175,205,210,215,210,385,2008,
11,Antti Everi (FIN),B,130.04,166,166,171,171,195,201,201,195,366,2008,
12,Sam Pera (COK),B,122.96,148,155,155,155,188,188,195,195,350,2008,
13,Maamaloa Lolohea (TGA),B,135.13,127,135,140,140,173,185,185,173,313,2008,
—,Jeon Sang-guen (KOR),A,155.49,195,195,195,—,—,—,—,—,—,2008,
1.0,Chen Wei-ling (TPE),A,47.11,84,87,87,84,108,112,115,112,196,2008,
2.0,Im Jyoung-hwa (KOR),A,47.62,83,86,88,86,106,110,113,110,196,2008,
3.0,Pensiri Laosirikul (THA),A,47.67,85,85,85,85,110,114,114,110,195,2008,
4,Hiromi Miyake (JPN),A,47.35,80,82,82,80,105,110,110,105,185,2008,
5,Mélanie Noël (FRA),A,47.91,75,78,80,80,97,100,100,97,177,2008,
6,Misaki Oshiro (JPN),A,47.62,77,80,80,80,92,96,96,92,172,2008,
7,Marzena Karpińska (POL),A,47.62,79,82,82,79,92,92,97,92,171,2008,
8,Marilou Dozois-Prévost (CAN),A,47.75,73,76,78,76,90,90,96,90,166,2008,
9,Karla Moreno (NCA),A,47.07,65,65,71,65,83,83,85,85,150,2008,
—,Pramsiri Bunphithak (THA),A,47.95,84,84,84,—,—,—,—,—,—,2008,
—,Genny Pagliaro (ITA),A,47.85,82,82,82,—,—,—,—,—,—,2008,
DQ,Chen Xiexia (CHN),A,47.46,90,93,95,95,113,115,117,117,212,2008,
DQ,Sibel Özkan (TUR),A,47.8,86,88,88,88,108,108,111,111,199,2008,
DQ,Nurcan Taylan (TUR),A,47.84,84,84,84,—,—,—,—,—,—,2008,
1.0,Prapawadee Jaroenrattanatarakoon (THA),A,52.47,92,95,97,95,120,126,130,126,221,2008,
2.0,Yoon Jin-hee (KOR),A,52.72,94,97,97,94,116,118,119,119,213,2008,
3.0,Raema Lisa Rumbewas (INA),A,52.95,91,95,95,91,110,115,121,115,206,2008,
4,Yuderqui Contreras (DOM),A,52.74,89,93,96,93,111,118,120,111,204,2008,
5,Melanie Roach (USA),A,52.54,79,81,83,83,105,108,110,110,193,2008,
6,Julia Rohde (GER),A,52.79,77,80,82,82,99,103,105,103,185,2008,
7,Dika Toua (PNG),A,52.53,77,77,80,80,104,108,108,104,184,2008,
8,Judith Chacón (VEN),A,52.96,75,75,80,80,101,106,106,101,181,2008,
DQ,Nastassia Novikava (BLR),A,52.87,92,95,97,95,116,116,118,118,213,2008,
1.0,Chen Yanqing (CHN),A,57.66,100,103,106,106,130,132,138,138,244,2008,
2.0,O Jong-ae (PRK),A,57.15,95,98,98,95,125,131,131,131,226,2008,
3.0,Wandee Kameaim (THA),A,57.25,95,98,100,98,125,128,129,128,226,2008,
4,Alexandra Escobar (ECU),A,57.82,96,96,99,99,120,124,127,124,223,2008,
5,Romela Begaj (ALB),A,57.56,95,98,100,98,110,115,118,118,216,2008,
6,Aleksandra Klejnowska (POL),A,57.66,92,92,95,95,120,125,126,120,215,2008,
7,Roxana Cocoș (ROU),A,57.88,82,86,89,89,111,115,115,115,204,2008,
8,Geralee Vega (PUR),A,57.51,90,90,90,90,112,115,116,112,202,2008,
9,Marieta Gotfryd (POL),A,57.7,90,95,95,90,105,110,113,110,200,2008,
10,Hidilyn Diaz (PHI),A,56.28,80,85,90,85,102,102,107,107,192,2008,
11,Wendy Hale (SOL),A,57.15,74,78,82,78,95,100,100,95,173,2008,
DQ,Marina Shainova (RUS),A,57.93,95,98,98,98,125,128,129,129,227,2008,
1.0,Pak Hyon-suk (PRK),A,61.8,102,106,108,106,135,135,135,135,241,2008,
2.0,Lu Ying-chi (TPE),A,62.46,98,102,104,104,127,130,130,127,231,2008,
3.0,Christine Girard (CAN),A,62.44,96,99,102,102,126,130,130,126,228,2008,
4,Nguyễn Thị Thiết (VIE),A,62.49,98,100,102,100,120,125,127,125,225,2008,
5,Kim Soo-kyung (KOR),A,62.74,98,102,103,98,127,134,134,127,225,2008,
6,Ruth Kasirye (NOR),A,62.62,99,103,105,103,121,125,125,121,224,2008,
7,Luz Acosta (MEX),B,62.84,100,103,103,103,120,125,125,120,223,2008,
8,Mercedes Pérez (COL),A,62.48,93,97,100,97,120,126,126,120,217,2008,
9,Namkhaidorjiin Bayarmaa (MGL),B,62.5,90,95,95,90,118,121,123,123,213,2008,
10,Dominika Misterska (POL),B,62.6,92,94,95,94,115,117,117,117,211,2008,
11,Natalie Woolfolk (USA),B,62.72,93,97,101,97,107,111,114,114,211,2008,
12,Solenny Villasmil (VEN),B,62.6,90,95,95,90,115,115,115,115,205,2008,
13,Carissa Gump (USA),B,62.2,85,85,88,88,116,116,121,116,204,2008,
14,Michaela Breeze (GBR),B,61.55,80,85,—,85,80,90,100,100,185,2008,
15,Hanene Ourfelli (TUN),B,62.38,80,85,85,80,95,100,106,95,175,2008,
16,María Teresa Monasterio (BOL),B,62.96,60,63,65,63,75,78,80,78,141,2008,
—,Svetlana Tsarukaeva (RUS),A,62.37,107,107,107,—,—,—,—,—,—,2008,
—,Leila Lassouani (ALG),B,62.28,85,90,90,85,110,110,110,—,—,2008,
DQ,Irina Nekrassova (KAZ),A,62.86,105,110,112,110,130,135,135,130,240,2008,
